,tweet_id,user_username,author_id,user_name,text,created_at,in_reply_to_user_id,user_created_at,user_description,user_location,retweet_count,like_count,quote_count,user_followers_count,user_following_count,sourcetweet_type,tokenized_text,hashtags,punctuation
7049,1285317383238934528,ExorcismHerb,908122272094998528,🍂Sage🍂,"@bonybutt @darockreaper @tophatarnold @Jw_321123 @totallynotfilip @Struggle_Tweet Late cos I didn't see this.

This is literally from 1965 but you're gonna try to say that tick suppression isn't a thing??? This was published IN LIFE MAGAZINE.

https://t.co/zQWYb46xDC",2020-07-20T20:55:18.000Z,7.515820470979256e+17,2017-09-14T00:16:36.000Z,"Lvl 25 Culinary Kobold🔪 He/they/fae -RA, BPD, ADHD, others- I'm a polyam greyce queer🏳️‍⚧️🏳️‍🌈 Inquire within regarding cryptid services",,0,0,0,179,651,,late cos didnt see literally youre gonna try say tick suppression isnt thing published life magazine,[],"['', '', '', '', '', '']"
7051,1285311626036621312,BeyondTheDoorTO,1173651271561162753,Beyond The Door,Happy Monday! #autism #asd #autismspeaks #autismontario #autismspectrum #beyondthespectrum #BeTheChange  #neurodiversity #endthestigma @autismspeaksCAN @autismONT @autismCanada @geneva_centre @autism @AMHAwareness @Spectrum @ONTSpecialNeeds @ONTABA1 https://t.co/6wFdC3ZPQw,2020-07-20T20:32:26.000Z,,2019-09-16T17:34:29.000Z,Beyond the Door Behaviour Associates (BTD) is committed to helping children living Autism through 1:1 hands-on service since 2006,"Toronto, Ontario",0,1,0,150,179,,happy monday,"['#autism', '#asd', '#autismspeaks', '#autismontario', '#autismspectrum', '#beyondthespectrum', '#bethechange', '#neurodiversity', '#endthestigma']",['']
7052,1285311014800506880,ordinarytimemag,499791999,Ordinary Times,"""I think our job market must change-not just for people like me, but for everyone"" writes @denminn ""We have to create an economy built more on seeing the worker as an apprentice, where people can learn, places where people can grow into their vocation""
https://t.co/hXgbjqICTS",2020-07-20T20:30:00.000Z,,2012-02-22T13:48:02.000Z,"A place of politics, culture, & discourse. Great writing that only costs you a click

Submissions/inquiries: Managing Editor @four4thefire or EiC @trumwill",Everywhere,1,1,0,2058,136,,think job market must changenot people like everyone writes create economy built seeing worker apprentice people learn places people grow vocation,[],"['', '', '', '', '', '', '']"
7054,1285310511513579520,AdaMorganF,1062750000810209281,Adam Morgan Foundation,"Only 11 days left to vote for your favorites!  You can vote each day but make sure you get those votes in for the 3rd annual Inclusion awards!  Help us celebrate these amazing professionals and organizations in the field of neurodiversity!  
https://t.co/rdjWPXAixR",2020-07-20T20:28:00.000Z,,2018-11-14T16:51:59.000Z,The Adam Morgan Foundation is dedicated to creating inclusive opportunities for individuals with autism and/or other co-occurring conditions.,"Saint Charles, MO",1,0,0,127,337,,days left vote favorites vote day make sure get votes rd annual inclusion awards help us celebrate amazing professionals organizations field,[],"['', '', '', '']"
7059,1285307356709085185,risawolf,189177176,Risa Still Isn't Editing That Damn Novella,"@natasha_lane1 @KatieRosen17 Yes; every once in a while I interact with something that uses my specific neurodiversity as a trope. In some cases it's ""all right this isn't great but they're trying"" and in some cases, it's like ""you didn't even RESEARCH it; you're a bad writer.""",2020-07-20T20:15:28.000Z,2824831226.0,2010-09-10T15:45:13.000Z,"No one knows why the wolf laughs.

Black Lives Matter. Stop AAPI hate. 

Writer (Apex, Cossmass Infinities). NB all pronouns. ""Demonic, but make it weird.""",A Wolf Den in the Cloudforest,0,1,0,370,952,,yes every interact something uses specific trope cases right isnt great theyre trying cases like didnt even research youre bad writer,[],"['', '', '', '', '', '', '', '', '']"
7068,1285303531411472385,abigailwurf,166620858,"Abigail Wurf, M.Ed","Why Hiring Upside Down Thinkers Is a Competitive Advantage
https://t.co/vfAxCAd8DF",2020-07-20T20:00:16.000Z,,2010-07-14T16:17:53.000Z,"Helping Executives, Entrepreneurs and Small Business Owners affected by #ADHD achieve success in business and in life. #organizing, #planning, #prioritizing","Washington, DC",0,0,0,278,418,,hiring upside thinkers competitive advantage,[],[]
7069,1285303468031262720,gdmorewood,552116054,Gareth D Morewood,"**FREE** WEBINAR from @studioIII 

Tuesday 21st July, 3pm - 5pm BST

Neurodiversity - It Takes All Different Kinds of Mind

Andrew Smith (@AutieAndy), Inclusion Ambassador and SEND Advocate for schools

**FREE** WEBINAR from @studioIII 

https://t.co/pPlFoxulO9",2020-07-20T20:00:01.000Z,,2012-04-12T19:43:50.000Z,Educational Advisor @StudioIII | SENCology (https://t.co/mc237kPgc7) | Director LASER (https://t.co/090LlqwtHy) | Prev 25 yrs in schools - 17 yrs as Secondary SENCo,North Wales & Worldwide ,7,7,2,25812,28333,,free webinar tuesday st july pm pm bst takes different kinds mind andrew smith inclusion ambassador send advocate schools free webinar,[],"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
7070,1285300410912256001,KevinBCook,37011010,Kevin Brent Cook,"@sbkaufman Great stuff Scott on neurodiversity! When I first heard Simon Baron-Cohen talk about “mind blind” was the moment I realized that we (my wife, kids &amp; relatives mostly) were on some spectrum of ability to read faces, emotional expression (ie empathy). So glad you are leading this!",2020-07-20T19:47:52.000Z,235573486.0,2009-05-01T18:49:37.000Z,"Thinker, writer, teacher, trader. Crazy about Evolution, Neuroscience, Econ and any other story we tell to explain how we got here and why we act the way we do.",Chicago,0,1,0,4801,5299,,great stuff scott first heard simon baroncohen talk mind blind moment realized wife kids relatives mostly spectrum ability read faces emotional expression ie empathy glad leading,[],"['', '“', '”', '', '', '', '', '', '', '', '', '']"
7073,1285297657917911041,tfappiano,47740202,Tara Zegers,"Neurodiversity has long been overlooked in the discussions of diversity and inclusion, which means overlooking a massive pool of amazing talent. https://t.co/9frbXCAD5w",2020-07-20T19:36:55.000Z,,2009-06-16T20:40:33.000Z,"Advocate, Mediator, Litigator, Conflict Resolution Consulting-most importantly Mom. Supporting special education, autism and disability communities","Tuckahoe, NY",1,2,1,98,196,quoted,long overlooked discussions diversity inclusion means overlooking massive pool amazing talent,[],"['', '']"
7075,1285297129884389377,SmallSchoolTV,1234443303606767617,Koala Academy and Community Hub,A great opportunity to talk about my own neurodiversity and why we're setting up the Andover Small School! #NeuroDiverseSquad #edutwitter @NASSCHOOLS  https://t.co/VRvYgiysMS,2020-07-20T19:34:50.000Z,,2020-03-02T11:40:00.000Z,"Autistic-led education, for neurodivergent young people, whilst supporting the wider neurodivergent community.",Andover Hampshire,2,2,0,215,498,,great opportunity talk setting andover small school,"['#neurodiversesquad', '#edutwitter']",['']
7076,1285296136044138498,IanYoungBEIS,2194509974,Ian Young,"@WyrdWombman At work I and a few colleagues are gradually raising awareness of neurodiversity, and I always throw #dyspraxia into the mix!",2020-07-20T19:30:53.000Z,1.1675210080200745e+18,2013-11-14T16:45:10.000Z,I work in the Office for Product Safety & Standards. @OfficeforSandS. Also involved in mental health and dyslexia/dyspraxia support at work. All views are mine.,,0,1,0,146,190,,work colleagues gradually raising awareness always throw mix,['#dyspraxia'],"['', '']"
7077,1285296075314794505,AlicetheOT,1087073596919427073,Alice McCarron (she/her),@Keirwales I noticed this a lot working in perinatal mental health....there was a real lack of consideration for any alternative diagnosis to EUPD. Even if there was a clear family/developmental history that suggested possible neurodiversity as an alternative explanation,2020-07-20T19:30:38.000Z,7.096835940301496e+17,2019-01-20T19:45:17.000Z,"*NHS Clinical Practice Lead OASIS #suicide #selfharm
*Associate Occupational Therapist with @thriving_autist
*Neurodivergent *Views are my own","North Devon, England",1,3,0,390,781,,noticed lot working perinatal mental health real lack consideration alternative diagnosis eupd even clear family developmental history suggested possible alternative explanation,[],"['', '', '']"
7080,1285293412846051334,BeccaLoryCAS,842428309342412802,"Becca Lory Hector,CAS,BCCS","ICYMI 
It's time for Neurodiversity Newsstand. This week: pivoting, revamping, and responding to the pandemic, requesting your input, and what I think a resilient Newsstand may look like. 

Neurodiversity Newsstand, 7/17/20:
https://t.co/UhqrIvaZsf https://t.co/fTJzl1vNO8",2020-07-20T19:20:03.000Z,,2017-03-16T17:32:15.000Z,Diagnosed on the autism spectrum as an adult and since become an active advocate and life coach for individuals on the autism spectrum.,"New York, USA",0,0,0,1168,393,,icymi time newsstand pivoting revamping responding pandemic requesting input think resilient newsstand may look like newsstand,[],"['', '', '', '', '', '', '', '', '', '', '', '']"
7083,1285287621619527681,humeyrabue,90947544,Humeyra,I finally stand up for myself but how do I stop these ruminations? 😣#Neurodiversity #anxiety,2020-07-20T18:57:03.000Z,,2009-11-18T20:09:28.000Z,#PhD #ChemicalEngineer #Bioengineer || I solve wastewater problems of industry and military || #techlover #artlover #catmom She/Her,Antares,0,1,0,339,485,,finally stand stop ruminations,"['#neurodiversity', '#anxiety']","['', '😣']"
7084,1285285705191759875,amandapeddle69,4257521535,Amanda Peddle TAMs Journey Author Inside Out OSYP,Kent networking event tommorrow ☺️ the fab @AbbeyMcArthur1  talking #Neurodiversity https://t.co/3WldSGb4Bo,2020-07-20T18:49:26.000Z,,2015-11-23T13:55:33.000Z,"Practitioner, Consultant, Author. Creator of ERA model and TAMs Journey making Neuro-Education accessible for all #veteranowned #neuroscience #neurodiversity","South East, England",1,1,1,1235,2532,,kent networking event tommorrow fab talking,['#neurodiversity'],"['☺', '️']"
7088,1285280396356141056,therapy_spark,1260818240973856769,Spark Therapy,"You are not your diagnosis.

You have limitless potential.

You have value.

You matter.

You are loved.

Diagnoses provide clarity and create categories of supports and interventions BUT it doesn't interject a ceiling on who you become! 

#autism  #neurodiversity #therapy https://t.co/bxdQFQZFyG",2020-07-20T18:28:20.000Z,,2020-05-14T06:24:42.000Z,We are not content with the status quo. Our passion is improving neurodiverse care. Period.,"Provo, UT",1,1,0,29,56,,diagnosis limitless potential value matter loved diagnoses provide clarity create categories supports interventions doesnt interject ceiling become,"['#autism', '#neurodiversity', '#therapy']","['', '', '', '', '', '']"
7089,1285276906846183424,JennyGRankin,1257954620,"Jenny G. Rankin, PhD",“Equity for Twice-exceptional Students” – @DeannaWestedt gives phenomenal insight into #twiceexceptionality in latest @PsychToday interview! https://t.co/QyzgHQbHoD #gifted #2e #neurodiversity #TellEWA https://t.co/U6orQhGkNs,2020-07-20T18:14:28.000Z,,2013-03-10T21:01:30.000Z,"Author of 14 books, 2 doctorates, Fulbright Specialist, lectured at Cambridge+Columbia+Oxford+TED, keynote speaker, Mensan, #data/#education/#researchcomm, nerd","Laguna Beach, CA, USA",0,1,1,2316,1958,,equity twiceexceptional students gives phenomenal insight latest interview,"['#twiceexceptionality', '#gifted', '#2e', '#neurodiversity', '#tellewa']","['“', '”', '–', '']"
7090,1285275663663079424,TrineDaely,283740043,Trine Daely 🌻,Celebrating neurodiversity in the workplace: The Dell example | TheHill https://t.co/BLLWFm07aL,2020-07-20T18:09:32.000Z,,2011-04-17T22:56:01.000Z,"She/her. As/is, no warranty, implied or otherwise. Loves puns and pasta. AMV maker. https://t.co/lQIRoaEUzc
#NAFO 
https://t.co/710mKiIWvZ on Mastodon",#StandWithUkraine ,0,0,0,1532,3971,,celebrating workplace dell example thehill,[],"['', '']"
7092,1285273427998380033,ABAesq,72638170,American Bar Association,The legal profession must look beyond disability labels to unearth unique talents: https://t.co/3xyQu9oduU,2020-07-20T18:00:39.000Z,,2009-09-08T19:12:47.000Z,"The American Bar Association provides resources to assist lawyers and judges, accredits law schools and works to improve the legal system for the public.","Chicago, IL",3,0,1,120740,4501,,legal profession must look beyond disability labels unearth unique talents,[],['']
7093,1285272407712976897,rdaneel_eth,856708977912037376,R. Daneel d’Anconia,"tldr: Neurodiversity is a feature, not a bug. https://t.co/AbsaKEpO6A",2020-07-20T17:56:35.000Z,,2017-04-25T03:18:32.000Z,|| zeroth law compatible || there’s only a whitepill || concretize the abstract || 🐰,Atlantis,0,7,0,1549,2105,quoted,tldr feature bug,[],"['', '', '']"
7095,1285270769052774401,sbkaufman,235573486,Dr. Scott Barry Kaufman ⛵🛵,"""Neurodiversity conceptualizes autistic identity as neurological differences rather than impairments; the distinction is that differences in socialization and communication do not require a cure, but, rather, deserve equal respect..."" - Eva Mendes &amp; Meredith Maroney",2020-07-20T17:50:05.000Z,,2011-01-08T15:01:42.000Z,"Founder, Center for Human Potential | Host: The Psychology Podcast | Author: Transcend #Neurodiversity #Comedy | See Linktree below 👇",East Coast / West Coast,2,41,1,101844,4455,,conceptualizes autistic identity neurological differences rather impairments distinction differences socialization communication require cure rather deserve equal respect eva mendes meredith maroney,[],"['', '', '', '', '', '', '', '', '']"
7096,1285270494447452160,sbkaufman,235573486,Dr. Scott Barry Kaufman ⛵🛵,"Broader context of quote: ""Neurodiversity conceptualizes autistic identity as neurological differences rather than impairments; the distinction is that differences in socialization and communication do not require a cure, but, rather, deserve equal respect...""",2020-07-20T17:48:59.000Z,235573486.0,2011-01-08T15:01:42.000Z,"Founder, Center for Human Potential | Host: The Psychology Podcast | Author: Transcend #Neurodiversity #Comedy | See Linktree below 👇",East Coast / West Coast,2,17,1,101844,4455,,broader context quote conceptualizes autistic identity neurological differences rather impairments distinction differences socialization communication require cure rather deserve equal respect,[],"['', '', '', '', '', '', '', '']"
7097,1285268909910884352,whippetup4,1112631724255690752,Whippet Up,"Thanks to our new Director Victoria, Whippet Up are looking to work alongside neurodivergent creative adults. Please share to help get things happening in Teesside. @laurarcase @CEOrcvda @lardymark #Neurodivergent #Neurodiversity https://t.co/CbLAfjuVz3",2020-07-20T17:42:41.000Z,,2019-04-01T08:24:09.000Z,Whippet Up - Art and Creativity improving wellbeing with people and communities,,4,4,1,1598,1942,,thanks new director victoria whippet looking work alongside creative adults please share help get things happening teesside,"['#neurodivergent', '#neurodiversity']","['', '', '']"
